Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL1269198,,0,274.31,0.0,4.09,5,CCCSc1ccc2nc(C(F)(F)F)n(C)c2c1,IC50,'=',1412.54,nM,5.85,,,UO_0000065,,,,,False,CHEMBL1273702,Antiprotozoal activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1268936,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL56234,,0,255.03,0.0,3.89,18,FC(F)(F)c1nc2cc(Cl)c(Cl)cc2[nH]1,IC50,'=',78.0,nM,7.11,,,UO_0000065,,,,,False,CHEMBL857381,In vitro antiprotozoal activity against Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1133780,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,
CHEMBL497433,,0,305.34,0.0,4.17,24,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1-c1ccccc1,EC50,'=',537.03,nM,6.27,,,UO_0000065,,,,,False,CHEMBL1004993,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497427,,0,308.13,0.0,3.26,11,Cn1c([N+](=O)[O-])cnc1/C=C/c1cccc(Br)c1,Ratio EC50,'=',2.73,,,,,,,,,,False,CHEMBL1004984,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 106 to EC50 for metronidazole-sensitive Giardia lamblia isolate 106,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL65675,GALLIC ACID METHYL ESTER,0,184.15,0.0,0.59,6,COC(=O)c1cc(O)c(O)c(O)c1,IC50,'=',49.2,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL970092,Antiprotozoal activity against axenically grown trophozoites of Giardia lamblia IMSS:0989:1 after 48 hrs by MTT method,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1141844,1,Scientific Literature,J. Nat. Prod.,1999,
CHEMBL567597,ARTEMISININ,4,282.34,0.0,2.39,ART,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',49.0,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL993650,Antimicrobial activity against Giardia duodenalis G1,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1155772,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,
CHEMBL1483,ALBENDAZOLE,4,265.34,0.0,3.24,albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,IC50,'=',0.018000000000000002,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL993650,Antimicrobial activity against Giardia duodenalis G1,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1155772,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,
CHEMBL457955,,0,189.22,0.0,0.93,32,CNC(=O)c1nc2ccccc2n1C,IC50,'=',60.8,nM,7.22,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL69086,,0,184.65,0.0,2.5,10,Sc1nc2cc(Cl)ccc2[nH]1,IC50,'=',81.0,nM,7.09,,,UO_0000065,,,,,False,CHEMBL682614,"The compound was tested in vitro against the protozoa Giardia lamblia, for the inhibition of tubulin polymerization in rat brain",F,BAO_0000218,organism-based format,Giardia intestinalis,CHEMBL3638188,Brain,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1134873,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,
CHEMBL457956,,0,176.22,0.0,1.63,35,CC(O)c1nc2ccccc2n1C,IC50,'=',68.1,nM,7.17,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL1483,ALBENDAZOLE,4,265.34,0.0,3.24,Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,IC50,'=',37.0,nM,7.43,,,UO_0000065,,,,,False,CHEMBL857381,In vitro antiprotozoal activity against Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1133780,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,
CHEMBL293520,,0,200.16,0.0,2.59,19,Cn1c(C(F)(F)F)nc2ccccc21,IC50,'=',64.0,nM,7.19,,,UO_0000065,,,,,False,CHEMBL857381,In vitro antiprotozoal activity against Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1133780,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,
CHEMBL260004,,0,321.31,0.0,2.54,RM4802,CC(=O)Oc1c(C)cccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Activity,,,,,,Active,,,,,,False,CHEMBL938301,Growth inhibition of Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1145497,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,
CHEMBL1401,NITAZOXANIDE,4,307.29,0.0,2.23,"NTZ, nitazoxanide",CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Activity,,,,,,Active,,,,,,False,CHEMBL938304,Reduction of nitroreductase 1 expression level in Giardia lamblia trophozoites at 25 uM after 3 hrs by RT-PCR assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1145497,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,
CHEMBL1401,NITAZOXANIDE,4,307.29,0.0,2.23,"NTZ, nitazoxanide",CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,Activity,,,,,,Active,,,,,,False,CHEMBL938306,Reduction of ACT1 expression level in Giardia lamblia trophozoites at 25 uM after 3 hrs by RT-PCR assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1145497,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,
CHEMBL2261861,,0,346.34,0.0,1.0,4b,COC(=O)[C@H](Cc1ccccc1)NC(=O)Cn1c([N+](=O)[O-])cnc1C,IC50,'=',44430.0,nM,4.35,,,UO_0000065,,,,,False,CHEMBL3055424,Antiparasitic activity against Giardia intestinalis WB strain ATCC 30957 using trypan blue staining by hemocytometer,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3046306,1,Scientific Literature,Med Chem Res,2012,
CHEMBL54544,,0,269.05,0.0,3.9,22,Cn1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,IC50,'=',260.0,nM,6.58,,,UO_0000065,,,,,False,CHEMBL857381,In vitro antiprotozoal activity against Giardia lamblia,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1133780,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,
CHEMBL110,BENZNIDAZOLE,4,260.25,0.0,1.11,benznidazole,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL993650,Antimicrobial activity against Giardia duodenalis G1,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1155772,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,
CHEMBL497631,,0,243.27,0.0,2.81,8,Cc1ccc(/C=C/c2ncc([N+](=O)[O-])n2C)cc1,EC50,'=',162.0,nM,6.79,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497227,,0,247.23,0.0,2.64,19,Cn1c([N+](=O)[O-])cnc1/C=C/c1cccc(F)c1,EC50,'=',41.0,nM,7.39,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497432,,0,331.37,0.0,3.57,23,CCOC(OCC)c1ccc(/C=C/c2ncc([N+](=O)[O-])n2C)cc1,EC50,'=',52.0,nM,7.28,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL522741,,0,342.15,0.0,1.86,35,Cn1c([N+](=O)[O-])cnc1C(O)C(O)c1ccc(Br)cc1,EC50,'=',447.0,nM,6.35,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL442901,,0,243.27,0.0,2.81,7,Cc1cccc(/C=C/c2ncc([N+](=O)[O-])n2C)c1,EC50,'=',39.81,nM,7.4,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497424,,0,263.68,0.0,3.15,15,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccc(Cl)cc1,EC50,'=',52.48,nM,7.28,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497021,,0,229.24,0.0,2.5,5,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccccc1,EC50,'=',39.0,nM,7.41,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL524983,,0,298.13,0.0,3.81,16,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccc(Cl)cc1Cl,EC50,'=',234.42,nM,6.63,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497232,,0,313.24,0.0,3.4,21,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccc(OC(F)(F)F)cc1,EC50,'=',741.31,nM,6.13,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL443874,,0,467.94,0.0,4.66,33,Cn1c([N+](=O)[O-])cnc1C(Br)C(Br)c1ccc(Br)cc1,EC50,'=',346.74,nM,6.46,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL2431791,,0,358.39,0.0,2.53,8,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@@]1(O)CC[C@@]13COC(=O)[C@@H]1C=CC[C@@H]32,IC50,'=',42.4,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL2434623,Antiprotozoal activity against clinical isolates of Giardia lamblia IMSS:8901:1,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL2429778,1,Scientific Literature,J. Nat. Prod.,2013,
CHEMBL524078,,0,361.35,0.0,2.55,36,CC(=O)OC(c1ccc(C)cc1)C(OC(C)=O)c1ncc([N+](=O)[O-])n1C,EC50,'=',316.23,nM,6.5,,,UO_0000065,,,,,False,CHEMBL1004985,Antigiardial activity against Giardia lamblia trophozoites isolates after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497432,,0,331.37,0.0,3.57,23,CCOC(OCC)c1ccc(/C=C/c2ncc([N+](=O)[O-])n2C)cc1,Ratio EC50,'=',3.11,,,,,,,,,,False,CHEMBL1004984,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 106 to EC50 for metronidazole-sensitive Giardia lamblia isolate 106,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL137,METRONIDAZOLE,4,171.16,0.0,0.09,Mz,Cc1ncc([N+](=O)[O-])n1CCO,Activity,,,,,,Not Active,,,,,,False,CHEMBL1004990,"Antigiardial activity against Giardia lamblia GS/M trophozoites infected in C57BL/6 mouse assessed as parasite eradication in small intestine at 10 mg/kg, po administered as 5 doses for 3 days",F,BAO_0000218,organism-based format,Giardia intestinalis,CHEMBL3638239,Small intestine,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497227,,0,247.23,0.0,2.64,19,Cn1c([N+](=O)[O-])cnc1/C=C/c1cccc(F)c1,Activity,,,,,,Active,,,,,,False,CHEMBL1004990,"Antigiardial activity against Giardia lamblia GS/M trophozoites infected in C57BL/6 mouse assessed as parasite eradication in small intestine at 10 mg/kg, po administered as 5 doses for 3 days",F,BAO_0000218,organism-based format,Giardia intestinalis,CHEMBL3638239,Small intestine,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL501842,,0,219.2,0.0,2.09,29,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccco1,Ratio EC50,'=',10.32,,,,,,,,,,False,CHEMBL1004984,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 106 to EC50 for metronidazole-sensitive Giardia lamblia isolate 106,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL562514,,0,305.25,0.0,1.65,6,Cc1nc([N+](=O)[O-])cn1CC(=O)Nc1ccc([N+](=O)[O-])cc1,IC50,'=',15440.0,nM,4.81,,,UO_0000065,,,,,False,CHEMBL1061399,Antiparasitic activity against Giardia intestinalis IMSS:0696 trophozoites after 48 hrs by Hill culture method,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152893,1,Scientific Literature,Eur. J. Med. Chem.,2009,
CHEMBL524078,,0,361.35,0.0,2.55,36,CC(=O)OC(c1ccc(C)cc1)C(OC(C)=O)c1ncc([N+](=O)[O-])n1C,EC50,'=',512.86,nM,6.29,,,UO_0000065,,,,,False,CHEMBL1004993,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497428,,0,271.32,0.0,3.42,9,Cc1cc(C)c(/C=C/c2ncc([N+](=O)[O-])n2C)c(C)c1,EC50,'=',426.58,nM,6.37,,,UO_0000065,,,,,False,CHEMBL1004994,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL504553,,0,235.27,0.0,2.56,31,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccsc1,Ratio EC50,'=',42.93,,,,,,,,,,False,CHEMBL1001495,Resistance ratio of EC50 for metronidazole-resistant Giardia lamblia isolate 713 to EC50 for metronidazole-sensitive Giardia lamblia isolate 713,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL497427,,0,308.13,0.0,3.26,11,Cn1c([N+](=O)[O-])cnc1/C=C/c1cccc(Br)c1,EC50,'=',32.36,nM,7.49,,,UO_0000065,,,,,False,CHEMBL1004983,Antigiardial activity against metronidazole-resistant Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL506970,,0,308.13,0.0,3.26,12,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccc(Br)cc1,EC50,'=',91.2,nM,7.04,,,UO_0000065,,,,,False,CHEMBL1004992,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL110,BENZNIDAZOLE,4,260.25,0.0,1.11,benznidazole,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL993649,Antimicrobial activity against Giardia duodenalis WB,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1155772,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,
CHEMBL1928416,,0,474.56,1.0,7.01,24,c1cc(OCCCCOc2cccc(-c3nc4ccccc4[nH]3)c2)cc(-c2nc3ccccc3[nH]2)c1,IC50,'=',36030.0,nM,4.44,,,UO_0000065,,,,,False,CHEMBL1931747,Antiprotozoal activity against Giardia intestinalis G1 after 70 hrs by resazurin-based spectrophotometric assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1926599,1,Scientific Literature,Bioorg. Med. Chem.,2011,
CHEMBL506970,,0,308.13,0.0,3.26,12,Cn1c([N+](=O)[O-])cnc1/C=C/c1ccc(Br)cc1,EC50,'=',199.53,nM,6.7,,,UO_0000065,,,,,False,CHEMBL1004994,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 106 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL522244,,0,233.23,0.0,1.23,28,Cn1ccnc1/C=C/c1ncc([N+](=O)[O-])n1C,EC50,'=',1174.9,nM,5.93,,,UO_0000065,,,,,False,CHEMBL1004992,Antigiardial activity against metronidazole-sensitive Giardia lamblia isolate 713 trophozoite after 2 days by bactiter-glo viability assay,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1137002,1,Scientific Literature,J. Med. Chem.,2009,
CHEMBL226921,,0,551.73,2.0,6.27,12,FC(F)(F)C(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,IC50,'=',22.91,nM,7.64,,,UO_0000065,,,,,False,CHEMBL1273702,Antiprotozoal activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1268936,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL1940934,,0,602.69,1.0,4.49,1e,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)[C@H]1CC[C@H](CNS(=O)(=O)c2ccc(F)cc2)CC1,IC50,'=',7570.0,nM,5.12,,,UO_0000065,,,,,False,CHEMBL3380897,Antiprotozoal activity against Giardia lamblia assessed as growth inhibition,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL3352293,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,
CHEMBL227370,,0,501.72,2.0,5.63,9,FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,IC50,'=',56.23,nM,7.25,,,UO_0000065,,,,,False,CHEMBL1273702,Antiprotozoal activity against Giardia intestinalis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1268936,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL509963,,0,258.11,0.0,2.24,26,CNC(=O)c1nc2cc(Cl)c(Cl)cc2n1C,IC50,'=',151.1,nM,6.82,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL457954,,0,243.09,0.0,3.08,30,CC(=O)c1nc2cc(Cl)c(Cl)cc2n1C,IC50,'=',34.9,nM,7.46,,,UO_0000065,,,,,False,CHEMBL1030721,Antiprotozoal activity against Giardia intestinalis IMSS:0981:1 trophozoites after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1152735,1,Scientific Literature,Bioorg. Med. Chem.,2009,
CHEMBL499587,GERANIN B,0,560.51,3.0,3.09,"2, geranin B",Oc1ccc([C@H]2Oc3c(c(O)cc4c3[C@H]3c5c(O)cc(O)cc5O[C@@](c5ccc(O)c(O)c5)(O4)[C@@H]3O)C[C@@H]2O)cc1,IC50,'=',6.0,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL970092,Antiprotozoal activity against axenically grown trophozoites of Giardia lamblia IMSS:0989:1 after 48 hrs by MTT method,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1141844,1,Scientific Literature,J. Nat. Prod.,1999,
CHEMBL56234,,0,255.03,0.0,3.89,1h,FC(F)(F)c1nc2cc(Cl)c(Cl)cc2[nH]1,IC50,'=',78.0,nM,7.11,,,UO_0000065,,,,,False,CHEMBL1174784,Antiprotozoal activity against Giardia intestinalis IMSS:0989:1 after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1177885,1,Scientific Literature,Eur. J. Med. Chem.,2010,
CHEMBL1222473,,0,370.84,0.0,4.13,8,COc1ccc(NC(=O)NCCNc2ccnc3cc(Cl)ccc23)cc1,IC50,'=',595.0,nM,6.22,,,UO_0000065,,,,,False,CHEMBL1228032,Antimicrobial activity against Giardia intestinalis IMSS:0696:1 after 48 hrs,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL1221297,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL2403411,,0,292.8,0.0,3.22,40,Cn1c(SCCn2ccnc2)nc2cc(Cl)ccc21,IC50,'=',66.6,nM,7.18,,,UO_0000065,,,,,False,CHEMBL2406682,Antiprotozoal activity against trophozoite stage of Giardia intestinalis IMSS:0981:1 assessed as growth inhibition after 48 hrs by haemocytometric analysis,F,BAO_0000218,organism-based format,Giardia intestinalis,,,,,CHEMBL612652,Giardia intestinalis,Giardia intestinalis,ORGANISM,CHEMBL2401655,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,
