Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL1911827,,0,577.0,1,4.68,23c,CN[C@@H]1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)C1,IC50,'=',5.0,nM,8.3,,,UO_0000065,14.39,0.28,3.62,8.95,False,CHEMBL1912403,Inhibition of GCS activity in human A549 cells assessed as amount of GM1 on the cell membrane after 72 hrs by FL-CTB-based fluorescent microscopy,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL3354039,,0,429.56,0,2.11,33,Cc1ccc(-c2ccc(COCCCCCN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)cc2)cc1,IC50,'=',100.0,nM,7.0,,,UO_0000065,16.3,0.31,4.89,7.5,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1911829,,0,603.04,2,5.07,23e,O=C(N[C@H](COCc1ccccc1)C(=O)N[C@@H]1CN2CCC1CC2)c1cccnc1Oc1ccc(C(F)(F)F)cc1Cl,IC50,'=',5.0,nM,8.3,,,UO_0000065,13.77,0.27,3.23,8.95,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL56113,,0,480.65,1,1.4,5b,CCCCCCCCCC(=O)N[C@@H](CNC1CC(CO)C(O)C(O)C1O)[C@@H](O)c1ccccc1,IC50,,,,,,No inhibition,,,,,,False,CHEMBL682321,Compound tested for inhibitory activity against glucosylceramide synthase enzyme at a concentration of 1.0*10e-4M; no inhibitory activity,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152055,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,
CHEMBL179409,,0,163.17,0,-2.97,27,OC[C@@H]1NC[C@H](O)[C@@H](O)[C@H]1O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1099879,Inhibition of GCS by cell-based assay,B,BAO_0000219,cell-based format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154826,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL3354636,,0,433.52,0,1.94,75,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,IC50,'=',5.0,nM,8.3,,,UO_0000065,19.15,0.37,6.36,8.89,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1088158,,0,397.56,0,1.15,79,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',500.0,nM,6.3,,,UO_0000065,15.85,0.31,5.15,6.75,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354627,,0,483.53,0,2.82,66,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(C(F)(F)F)c1,IC50,'=',25.0,nM,7.6,,,UO_0000065,15.72,0.31,4.78,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1029,MIGLUSTAT,4,219.28,0,-1.45,NB-DNJ,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IC50,'=',20000.0,nM,4.7,,,UO_0000065,21.43,0.43,6.15,5.58,False,CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3596254,,0,607.02,2,9.9,"Figure 6, (2S,3S)",CCCCCCCCCCCCC/C=C/[C@H](O)[C@H](CN1CCOCC1)NC(=O)CCCCCCCCCCCCCCC,Inhibition,'=',5.0,%,,,,UO_0000187,,,,,False,CHEMBL3599364,Inhibition of glucosylceramide synthase (unknown origin) at 5 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3354630,,0,415.53,0,1.8,69,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1-c1ccccc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,18.29,0.35,5.8,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1911678,,0,418.58,0,3.82,"7, Genz-123346",CCCCCCCCC(=O)N[C@@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',9.0,nM,8.05,,,UO_0000065,19.22,0.37,4.23,11.33,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL1911684,,0,492.55,0,3.1,16c,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(F)cc2)CC1,IC50,'=',300.0,nM,6.52,,,UO_0000065,13.24,0.25,3.42,7.77,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911830,,0,603.04,2,5.07,23f,O=C(N[C@H](COCc1ccccc1)C(=O)N[C@H]1CN2CCC1CC2)c1cccnc1Oc1ccc(C(F)(F)F)cc1Cl,IC50,'=',7.0,nM,8.15,,,UO_0000065,13.52,0.27,3.08,8.79,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL2163839,,0,541.32,1,4.54,25,CN(C)CCN(C)C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)C1(c2ccc(Cl)cc2Cl)CC1,IC50,'=',10.0,nM,8.0,,,UO_0000065,14.78,0.34,3.46,15.19,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163824,,0,543.32,2,5.45,28,NC1CCCC(NC(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)C1,IC50,'=',16.0,nM,7.8,,,UO_0000065,14.35,0.31,2.35,9.26,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163835,,0,515.27,1,4.49,21,O=C([C@H](Cc1ccc(Cl)cc1Cl)NC(=O)C1(c2ccc(Cl)cc2Cl)CC1)N1CCNCC1,IC50,'=',150.0,nM,6.82,,,UO_0000065,13.24,0.29,2.33,11.11,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163837,,0,529.29,1,4.88,23,C[C@H]1CN(C(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CCN1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163834,,0,539.3,1,4.29,20,CN1CCN(C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',14.0,nM,7.85,,,UO_0000065,14.56,0.34,3.56,14.92,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL1911826,,0,591.03,2,5.02,23b,CN(C)[C@@H]1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)C1,IC50,'=',10.0,nM,8.0,,,UO_0000065,13.54,0.27,2.98,9.52,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911823,,0,557.01,1,4.48,18f,CN1CCN(C(=O)[C@@H](COCC(C)(C)C)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',120.0,nM,6.92,,,UO_0000065,12.42,0.25,2.44,8.24,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911818,,0,635.04,1,4.41,18a,CN1CCN(C(=O)[C@@H](COCc2ccc3c(c2)OCCO3)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',0.3,nM,9.52,,,UO_0000065,15.0,0.3,5.11,9.29,False,CHEMBL1912403,Inhibition of GCS activity in human A549 cells assessed as amount of GM1 on the cell membrane after 72 hrs by FL-CTB-based fluorescent microscopy,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL1911678,,0,418.58,0,3.82,"6, Genz-123346",CCCCCCCCC(=O)N[C@@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',9.0,nM,8.05,,,UO_0000065,19.22,0.37,4.23,11.33,True,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911681,,0,509.01,1,3.62,11,CN1CCN(C(=O)[C@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(Cl)cc2)CC1,IC50,'=',2700.0,nM,5.57,,,UO_0000065,10.94,0.21,1.95,6.63,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911828,,0,577.0,1,4.68,23d,CN[C@H]1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)C1,IC50,'=',65.0,nM,7.19,,,UO_0000065,12.46,0.25,2.51,7.75,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911822,,0,612.44,1,4.68,18e,CN1CCN(C(=O)[C@@H](COCc2ccnc(Cl)c2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',50.0,nM,7.3,,,UO_0000065,11.92,0.24,2.62,7.54,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911811,,0,523.03,1,3.92,16h,Cc1ccc(C(=O)N[C@H](COCc2ccccc2)C(=O)N2CCN(C)CC2)c(Oc2ccc(Cl)cc2)n1,IC50,'=',90.0,nM,7.05,,,UO_0000065,13.47,0.26,3.13,8.39,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911829,,0,603.04,2,5.07,23e,O=C(N[C@H](COCc1ccccc1)C(=O)N[C@@H]1CN2CCC1CC2)c1cccnc1Oc1ccc(C(F)(F)F)cc1Cl,IC50,'=',4.0,nM,8.4,,,UO_0000065,13.93,0.27,3.33,9.05,False,CHEMBL1912403,Inhibition of GCS activity in human A549 cells assessed as amount of GM1 on the cell membrane after 72 hrs by FL-CTB-based fluorescent microscopy,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL574645,,0,397.56,0,1.15,AMP-DNM,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',90.0,nM,7.05,,,UO_0000065,17.72,0.34,5.9,7.54,False,CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3596248,,0,387.61,0,3.49,"Figure 3,3",CCCCCCCCO[C@H]1CN(CCCCCCCC)[C@H](CO)[C@@H](O)[C@@H]1O,IC50,'=',164000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL3354062,,0,415.53,0,1.8,56,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1-c1ccccc1,IC50,'=',50.0,nM,7.3,,,UO_0000065,17.57,0.33,5.5,7.82,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354623,,0,429.56,0,2.36,62,C[C@@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,IC50,'=',60.0,nM,7.22,,,UO_0000065,16.81,0.32,4.86,7.73,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354016,,0,411.58,0,1.54,10,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',300.0,nM,6.52,,,UO_0000065,15.85,0.31,4.98,6.98,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354621,,0,451.51,0,2.04,60,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC(F)(F)COCc1ccc(-c2ccccc2)cc1,IC50,'=',60.0,nM,7.22,,,UO_0000065,15.99,0.31,5.18,7.73,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354063,,0,415.53,0,1.8,57,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cccc(-c2ccccc2)c1,IC50,'=',75.0,nM,7.12,,,UO_0000065,17.15,0.32,5.32,7.63,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3350141,,0,478.63,1,1.32,4b,CCCCCCCCCC(=O)N[C@@H](CN[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@@H](O)c1ccccc1,IC50,,,,,,No inhibition,,,,,,False,CHEMBL682321,Compound tested for inhibitory activity against glucosylceramide synthase enzyme at a concentration of 1.0*10e-4M; no inhibitory activity,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152055,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,
CHEMBL1083795,,0,319.44,1,-0.1,30,CCCCCCCCCCN[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Inhibition,,,,,,Not Determined,,,,,,False,CHEMBL1769095,Inhibition of glucosylceramide synthase in human A549 cells at 250 uM after 35 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1764970,1,Scientific Literature,J. Med. Chem.,2011,CHEMBL3307651
CHEMBL1911819,,0,594.99,1,4.77,18b,CN1CCN(C(=O)[C@@H](COCc2ccc(F)cc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',13.0,nM,7.89,,,UO_0000065,13.25,0.26,3.12,9.39,False,CHEMBL1912403,Inhibition of GCS activity in human A549 cells assessed as amount of GM1 on the cell membrane after 72 hrs by FL-CTB-based fluorescent microscopy,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL1911825,,0,577.0,1,4.63,23a,CN(C)C1CN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)C1,IC50,'=',40.0,nM,7.4,,,UO_0000065,12.82,0.25,2.77,8.81,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL3596249,,0,458.73,1,6.78,BML-119,CCCCCCCCCCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccccc1,Inhibition,'=',50.0,%,,,,UO_0000187,,,,,False,CHEMBL3599364,Inhibition of glucosylceramide synthase (unknown origin) at 5 uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL59211,,0,480.65,1,1.4,5a,CCCCCCCCCC(=O)N[C@H](CNC1CC(CO)C(O)C(O)C1O)[C@H](O)c1ccccc1,IC50,,,,,,No inhibition,,,,,,False,CHEMBL682321,Compound tested for inhibitory activity against glucosylceramide synthase enzyme at a concentration of 1.0*10e-4M; no inhibitory activity,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152055,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,
CHEMBL574645,,0,397.56,0,1.15,"6, AMP-DNM",OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',16500.0,nM,4.78,,,UO_0000065,12.03,0.23,3.63,5.12,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163829,,0,499.44,0,4.01,8a,CN1CCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',6.0,nM,8.22,,,UO_0000065,16.46,0.33,4.21,12.01,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163839,,0,541.32,1,4.54,25,CN(C)CCN(C)C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)C1(c2ccc(Cl)cc2Cl)CC1,IC50,'=',4.0,nM,8.4,,,UO_0000065,15.51,0.36,3.86,15.95,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163836,,0,529.29,1,4.88,22,C[C@@H]1CN(C(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CCN1,IC50,'=',20.0,nM,7.7,,,UO_0000065,14.55,0.32,2.82,12.53,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL2163825,,0,555.33,2,5.54,29,NC1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H](Cc1ccc(Cl)cc1Cl)NC(=O)C1(c2ccc(Cl)cc2Cl)CC1,IC50,'=',2.0,nM,8.7,,,UO_0000065,15.66,0.34,3.16,11.53,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
